date,team,points,mp
3/20/2022,Newcastle Utd,31,29
3/20/2022,Brentford,30,29
3/20/2022,Leeds United,29,30
3/20/2022,Everton,25,27
3/20/2022,Watford,22,29
3/20/2022,Burnley,21,27
3/20/2022,Norwich City,17,29
4/2/2022,Manchester City,70,29
4/2/2022,Liverpool,69,29
4/2/2022,Chelsea,59,28
4/2/2022,Arsenal,54,28
4/2/2022,Tottenham,51,29
4/2/2022,Manchester Utd,50,29
4/2/2022,West Ham,48,30
4/2/2022,Wolves,46,30
4/2/2022,Aston Villa,36,29
4/2/2022,Leicester City,36,27
4/2/2022,Southampton,35,29
4/2/2022,Crystal Palace,34,29
4/2/2022,Brighton,33,29
4/2/2022,Newcastle Utd,31,29
4/2/2022,Brentford,30,30
4/2/2022,Leeds United,29,30
4/2/2022,Everton,25,27
4/2/2022,Watford,22,29
4/2/2022,Burnley,21,27
4/2/2022,Norwich City,17,29
4/3/2022,Manchester City,73,30
4/3/2022,Liverpool,72,30
4/3/2022,Chelsea,59,29
4/3/2022,Arsenal,54,28
4/3/2022,Tottenham,51,29
4/3/2022,Manchester Utd,51,30
4/3/2022,Wolves,49,31
4/3/2022,West Ham,48,30
4/3/2022,Leicester City,37,28
4/3/2022,Aston Villa,36,30
4/3/2022,Southampton,36,30
4/3/2022,Crystal Palace,34,29
4/3/2022,Brighton,34,30
4/3/2022,Brentford,33,31
4/3/2022,Newcastle Utd,31,29
4/3/2022,Leeds United,30,31
4/3/2022,Everton,25,27
4/3/2022,Watford,22,30
4/3/2022,Burnley,21,28
4/3/2022,Norwich City,18,30
4/4/2022,Manchester City,73,30
4/4/2022,Liverpool,72,30
4/4/2022,Chelsea,59,29
4/4/2022,Tottenham,54,30
4/4/2022,Arsenal,54,28
4/4/2022,West Ham,51,31
4/4/2022,Manchester Utd,51,30
4/4/2022,Wolves,49,31
4/4/2022,Leicester City,37,28
4/4/2022,Aston Villa,36,30
4/4/2022,Southampton,36,30
4/4/2022,Crystal Palace,34,29
4/4/2022,Brighton,34,30
4/4/2022,Brentford,33,31
4/4/2022,Newcastle Utd,31,30
4/4/2022,Leeds United,30,31
4/4/2022,Everton,25,28
4/4/2022,Watford,22,30
4/4/2022,Burnley,21,28
4/4/2022,Norwich City,18,30
4/6/2022,Manchester City,73,30
4/6/2022,Liverpool,72,30
4/6/2022,Chelsea,59,29
4/6/2022,Tottenham,54,30
4/6/2022,Arsenal,54,29
4/6/2022,West Ham,51,31
4/6/2022,Manchester Utd,51,30
4/6/2022,Wolves,49,31
4/6/2022,Crystal Palace,37,30
4/6/2022,Leicester City,37,28
4/6/2022,Aston Villa,36,30
4/6/2022,Southampton,36,30
4/6/2022,Brighton,34,30
4/6/2022,Brentford,33,31
4/6/2022,Newcastle Utd,31,30
4/6/2022,Leeds United,30,31
4/6/2022,Everton,25,28
4/6/2022,Watford,22,30
4/6/2022,Burnley,21,28
4/6/2022,Norwich City,18,30
4/8/2022,Manchester City,73,30
4/8/2022,Liverpool,72,30
4/8/2022,Chelsea,59,29
4/8/2022,Tottenham,54,30
4/8/2022,Arsenal,54,29
4/8/2022,West Ham,51,31
4/8/2022,Manchester Utd,51,30
4/8/2022,Wolves,49,31
4/8/2022,Crystal Palace,37,30
4/8/2022,Leicester City,37,28
4/8/2022,Aston Villa,36,30
4/8/2022,Southampton,36,30
4/8/2022,Brighton,34,30
4/8/2022,Brentford,33,31
4/8/2022,Newcastle Utd,31,30
4/8/2022,Leeds United,30,31
4/8/2022,Everton,25,29
4/8/2022,Burnley,24,29
4/8/2022,Watford,22,30
4/8/2022,Norwich City,18,30
4/9/2022,Manchester City,73,30
4/9/2022,Liverpool,72,30
4/9/2022,Chelsea,59,29
4/9/2022,Tottenham,54,30
4/9/2022,Arsenal,54,29
4/9/2022,West Ham,51,31
4/9/2022,Manchester Utd,51,30
4/9/2022,Wolves,49,32
4/9/2022,Crystal Palace,37,30
4/9/2022,Leicester City,37,28
4/9/2022,Aston Villa,36,30
4/9/2022,Southampton,36,30
4/9/2022,Brighton,34,30
4/9/2022,Newcastle Utd,34,31
4/9/2022,Brentford,33,31
4/9/2022,Leeds United,30,31
4/9/2022,Everton,25,29
4/9/2022,Burnley,24,29
4/9/2022,Watford,22,30
4/9/2022,Norwich City,18,30
4/10/2022,Manchester City,73,30
4/10/2022,Liverpool,72,30
4/10/2022,Chelsea,62,30
4/10/2022,Tottenham,57,31
4/10/2022,Arsenal,54,30
4/10/2022,West Ham,51,31
4/10/2022,Manchester Utd,51,31
4/10/2022,Wolves,49,32
4/10/2022,Crystal Palace,37,30
4/10/2022,Leicester City,37,28
4/10/2022,Brighton,37,31
4/10/2022,Aston Villa,36,31
4/10/2022,Southampton,36,31
4/10/2022,Newcastle Utd,34,31
4/10/2022,Brentford,33,31
4/10/2022,Leeds United,33,32
4/10/2022,Everton,28,30
4/10/2022,Burnley,24,29
4/10/2022,Watford,22,31
4/10/2022,Norwich City,18,30
4/16/2022,Manchester City,74,31
4/16/2022,Liverpool,73,31
4/16/2022,Chelsea,62,30
4/16/2022,Tottenham,57,31
4/16/2022,Arsenal,54,30
4/16/2022,West Ham,51,32
4/16/2022,Manchester Utd,51,31
4/16/2022,Wolves,49,32
4/16/2022,Leicester City,40,29
4/16/2022,Crystal Palace,37,31
4/16/2022,Brighton,37,31
4/16/2022,Aston Villa,36,31
4/16/2022,Brentford,36,32
4/16/2022,Southampton,36,31
4/16/2022,Newcastle Utd,34,31
4/16/2022,Leeds United,33,32
4/16/2022,Everton,28,30
4/16/2022,Burnley,24,30
4/16/2022,Watford,22,31
4/16/2022,Norwich City,21,31
4/17/2022,Manchester City,74,31
4/17/2022,Liverpool,73,31
4/17/2022,Chelsea,62,30
4/17/2022,Tottenham,57,32
4/17/2022,Manchester Utd,54,32
4/17/2022,Arsenal,54,31
4/17/2022,West Ham,51,32
4/17/2022,Wolves,49,32
4/17/2022,Leicester City,40,29
4/17/2022,Brighton,40,32
4/17/2022,Brentford,39,33
4/17/2022,Southampton,39,32
4/17/2022,Crystal Palace,37,31
4/17/2022,Aston Villa,36,31
4/17/2022,Newcastle Utd,34,31
4/17/2022,Leeds United,33,32
4/17/2022,Everton,28,30
4/17/2022,Burnley,24,30
4/17/2022,Watford,22,32
4/17/2022,Norwich City,21,32
4/19/2022,Manchester City,74,31
4/19/2022,Liverpool,73,31
4/19/2022,Chelsea,62,30
4/19/2022,Tottenham,57,32
4/19/2022,Manchester Utd,54,32
4/19/2022,Arsenal,54,31
4/19/2022,West Ham,52,33
4/19/2022,Wolves,49,32
4/19/2022,Leicester City,40,30
4/19/2022,Brighton,40,32
4/19/2022,Brentford,39,33
4/19/2022,Southampton,39,32
4/19/2022,Crystal Palace,37,31
4/19/2022,Newcastle Utd,37,32
4/19/2022,Aston Villa,36,31
4/19/2022,Leeds United,33,32
4/19/2022,Everton,28,30
4/19/2022,Burnley,25,31
4/19/2022,Watford,22,32
4/19/2022,Norwich City,21,32
4/20/2022,Liverpool,76,32
4/20/2022,Manchester City,74,31
4/20/2022,Chelsea,62,30
4/20/2022,Tottenham,57,32
4/20/2022,Arsenal,54,31
4/20/2022,Manchester Utd,54,33
4/20/2022,West Ham,52,33
4/20/2022,Wolves,49,32
4/20/2022,Leicester City,40,30
4/20/2022,Brighton,40,32
4/20/2022,Brentford,39,33
4/20/2022,Southampton,39,32
4/20/2022,Crystal Palace,37,31
4/20/2022,Newcastle Utd,37,32
4/20/2022,Aston Villa,36,31
4/20/2022,Leeds United,33,32
4/20/2022,Everton,28,30
4/20/2022,Burnley,25,31
4/20/2022,Watford,22,32
4/20/2022,Norwich City,21,32
4/21/2022,Manchester City,77,32
4/21/2022,Liverpool,76,32
4/21/2022,Chelsea,62,31
4/21/2022,Tottenham,57,32
4/21/2022,Arsenal,57,32
4/21/2022,Manchester Utd,54,33
4/21/2022,West Ham,52,33
4/21/2022,Wolves,49,32
4/21/2022,Leicester City,41,31
4/21/2022,Brighton,40,33
4/21/2022,Newcastle Utd,40,33
4/21/2022,Brentford,39,33
4/21/2022,Southampton,39,32
4/21/2022,Crystal Palace,37,32
4/21/2022,Aston Villa,36,31
4/21/2022,Leeds United,33,32
4/21/2022,Everton,29,31
4/21/2022,Burnley,25,31
4/21/2022,Watford,22,32
4/21/2022,Norwich City,21,32
4/23/2022,Manchester City,77,32
4/23/2022,Liverpool,76,32
4/23/2022,Chelsea,62,31
4/23/2022,Tottenham,57,32
4/23/2022,Arsenal,57,32
4/23/2022,Manchester Utd,54,33
4/23/2022,West Ham,52,33
4/23/2022,Wolves,49,32
4/23/2022,Leicester City,41,31
4/23/2022,Brighton,40,33
4/23/2022,Newcastle Utd,40,33
4/23/2022,Brentford,39,33
4/23/2022,Southampton,39,33
4/23/2022,Crystal Palace,37,32
4/23/2022,Aston Villa,36,31
4/23/2022,Leeds United,33,32
4/23/2022,Everton,29,31
4/23/2022,Burnley,28,32
4/23/2022,Watford,22,32
4/23/2022,Norwich City,21,32
4/24/2022,Manchester City,80,33
4/24/2022,Liverpool,76,32
4/24/2022,Chelsea,62,31
4/24/2022,Arsenal,60,33
4/24/2022,Tottenham,58,33
4/24/2022,Manchester Utd,54,34
4/24/2022,West Ham,52,33
4/24/2022,Wolves,49,32
4/24/2022,Newcastle Utd,43,34
4/24/2022,Leicester City,42,32
4/24/2022,Brentford,40,34
4/24/2022,Brighton,40,33
4/24/2022,Southampton,39,33
4/24/2022,Crystal Palace,37,32
4/24/2022,Aston Villa,37,32
4/24/2022,Leeds United,33,32
4/24/2022,Everton,29,31
4/24/2022,Burnley,28,32
4/24/2022,Watford,22,33
4/24/2022,Norwich City,21,33
4/25/2022,Manchester City,80,33
4/25/2022,Liverpool,79,33
4/25/2022,Chelsea,65,32
4/25/2022,Arsenal,60,33
4/25/2022,Tottenham,58,33
4/25/2022,Manchester Utd,54,34
4/25/2022,West Ham,52,34
4/25/2022,Wolves,49,33
4/25/2022,Newcastle Utd,43,34
4/25/2022,Leicester City,42,32
4/25/2022,Brighton,41,34
4/25/2022,Brentford,40,34
4/25/2022,Southampton,40,34
4/25/2022,Crystal Palace,37,32
4/25/2022,Aston Villa,37,32
4/25/2022,Leeds United,33,32
4/25/2022,Burnley,31,33
4/25/2022,Everton,29,32
4/25/2022,Watford,22,33
4/25/2022,Norwich City,21,33
4/28/2022,Manchester City,80,33
4/28/2022,Liverpool,79,33
4/28/2022,Chelsea,65,32
4/28/2022,Arsenal,60,33
4/28/2022,Tottenham,58,33
4/28/2022,Manchester Utd,54,34
4/28/2022,West Ham,52,34
4/28/2022,Wolves,49,33
4/28/2022,Newcastle Utd,43,34
4/28/2022,Leicester City,42,32
4/28/2022,Brighton,41,34
4/28/2022,Brentford,40,34
4/28/2022,Southampton,40,34
4/28/2022,Crystal Palace,38,33
4/28/2022,Aston Villa,37,32
4/28/2022,Leeds United,34,33
4/28/2022,Burnley,31,33
4/28/2022,Everton,29,32
4/28/2022,Watford,22,33
4/28/2022,Norwich City,21,33
4/30/2022,Manchester City,80,33
4/30/2022,Liverpool,79,33
4/30/2022,Chelsea,66,33
4/30/2022,Arsenal,60,33
4/30/2022,Tottenham,58,33
4/30/2022,Manchester Utd,55,35
4/30/2022,West Ham,52,34
4/30/2022,Wolves,49,33
4/30/2022,Newcastle Utd,43,34
4/30/2022,Leicester City,42,32
4/30/2022,Brighton,41,34
4/30/2022,Brentford,40,34
4/30/2022,Southampton,40,34
4/30/2022,Crystal Palace,38,33
4/30/2022,Aston Villa,37,32
4/30/2022,Leeds United,34,33
4/30/2022,Burnley,31,33
4/30/2022,Everton,29,32
4/30/2022,Watford,22,33
4/30/2022,Norwich City,21,33
5/1/2022,Manchester City,83,34
5/1/2022,Liverpool,82,34
5/1/2022,Chelsea,66,33
5/1/2022,Arsenal,60,33
5/1/2022,Tottenham,58,33
5/1/2022,Manchester Utd,55,35
5/1/2022,West Ham,52,34
5/1/2022,Wolves,49,34
5/1/2022,Brighton,44,35
5/1/2022,Newcastle Utd,43,35
5/1/2022,Leicester City,42,32
5/1/2022,Crystal Palace,41,34
5/1/2022,Aston Villa,40,33
5/1/2022,Brentford,40,34
5/1/2022,Southampton,40,35
5/1/2022,Burnley,34,34
5/1/2022,Leeds United,34,34
5/1/2022,Everton,29,32
5/1/2022,Watford,22,34
5/1/2022,Norwich City,21,34
5/2/2022,Manchester City,83,34
5/2/2022,Liverpool,82,34
5/2/2022,Chelsea,66,34
5/2/2022,Arsenal,63,34
5/2/2022,Tottenham,61,34
5/2/2022,Manchester Utd,55,35
5/2/2022,West Ham,52,35
5/2/2022,Wolves,49,34
5/2/2022,Brighton,44,35
5/2/2022,Newcastle Utd,43,35
5/2/2022,Leicester City,42,33
5/2/2022,Crystal Palace,41,34
5/2/2022,Aston Villa,40,33
5/2/2022,Brentford,40,34
5/2/2022,Southampton,40,35
5/2/2022,Burnley,34,34
5/2/2022,Leeds United,34,34
5/2/2022,Everton,32,33
5/2/2022,Watford,22,34
5/2/2022,Norwich City,21,34
5/7/2022,Manchester City,83,34
5/7/2022,Liverpool,82,34
5/7/2022,Chelsea,66,34
5/7/2022,Arsenal,63,34
5/7/2022,Tottenham,61,34
5/7/2022,Manchester Utd,58,36
5/7/2022,West Ham,52,35
5/7/2022,Wolves,49,34
5/7/2022,Brighton,44,35
5/7/2022,Newcastle Utd,43,35
5/7/2022,Leicester City,42,33
5/7/2022,Crystal Palace,41,34
5/7/2022,Aston Villa,40,33
5/7/2022,Brentford,40,35
5/7/2022,Southampton,40,35
5/7/2022,Burnley,34,34
5/7/2022,Leeds United,34,34
5/7/2022,Everton,32,33
5/7/2022,Watford,22,34
5/7/2022,Norwich City,21,34
5/8/2022,Liverpool,83,35
5/8/2022,Manchester City,83,34
5/8/2022,Chelsea,67,35
5/8/2022,Arsenal,63,34
5/8/2022,Tottenham,62,35
5/8/2022,Manchester Utd,58,37
5/8/2022,West Ham,52,35
5/8/2022,Wolves,50,35
5/8/2022,Brighton,47,36
5/8/2022,Crystal Palace,44,35
5/8/2022,Aston Villa,43,34
5/8/2022,Brentford,43,36
5/8/2022,Newcastle Utd,43,35
5/8/2022,Leicester City,42,33
5/8/2022,Southampton,40,36
5/8/2022,Burnley,34,35
5/8/2022,Leeds United,34,34
5/8/2022,Everton,32,33
5/8/2022,Watford,22,35
5/8/2022,Norwich City,21,34
5/10/2022,Manchester City,86,35
5/10/2022,Liverpool,83,35
5/10/2022,Chelsea,67,35
5/10/2022,Arsenal,66,35
5/10/2022,Tottenham,62,35
5/10/2022,Manchester Utd,58,37
5/10/2022,West Ham,55,36
5/10/2022,Wolves,50,35
5/10/2022,Brighton,47,36
5/10/2022,Crystal Palace,44,35
5/10/2022,Aston Villa,43,34
5/10/2022,Brentford,43,36
5/10/2022,Newcastle Utd,43,36
5/10/2022,Leicester City,42,34
5/10/2022,Southampton,40,36
5/10/2022,Everton,35,34
5/10/2022,Burnley,34,35
5/10/2022,Leeds United,34,35
5/10/2022,Watford,22,35
5/10/2022,Norwich City,21,35
5/11/2022,Manchester City,86,35
5/11/2022,Liverpool,86,36
5/11/2022,Chelsea,67,35
5/11/2022,Arsenal,66,35
5/11/2022,Tottenham,62,35
5/11/2022,Manchester Utd,58,37
5/11/2022,West Ham,55,36
5/11/2022,Wolves,50,35
5/11/2022,Brighton,47,36
5/11/2022,Crystal Palace,44,35
5/11/2022,Aston Villa,43,35
5/11/2022,Brentford,43,36
5/11/2022,Newcastle Utd,43,36
5/11/2022,Leicester City,42,34
5/11/2022,Southampton,40,36
5/11/2022,Everton,35,34
5/11/2022,Burnley,34,35
5/11/2022,Leeds United,34,35
5/11/2022,Watford,22,35
5/11/2022,Norwich City,21,35
5/12/2022,Manchester City,89,36
5/12/2022,Liverpool,86,36
5/12/2022,Chelsea,70,36
5/12/2022,Arsenal,66,35
5/12/2022,Tottenham,62,35
5/12/2022,Manchester Utd,58,37
5/12/2022,West Ham,55,36
5/12/2022,Wolves,50,36
5/12/2022,Brighton,47,36
5/12/2022,Leicester City,45,35
5/12/2022,Crystal Palace,44,35
5/12/2022,Aston Villa,43,35
5/12/2022,Brentford,43,36
5/12/2022,Newcastle Utd,43,36
5/12/2022,Southampton,40,36
5/12/2022,Everton,36,35
5/12/2022,Burnley,34,35
5/12/2022,Leeds United,34,36
5/12/2022,Watford,23,36
5/12/2022,Norwich City,21,36
5/15/2022,Manchester City,89,36
5/15/2022,Liverpool,86,36
5/15/2022,Chelsea,70,36
5/15/2022,Arsenal,66,36
5/15/2022,Tottenham,65,36
5/15/2022,Manchester Utd,58,37
5/15/2022,West Ham,55,36
5/15/2022,Wolves,50,36
5/15/2022,Brighton,47,36
5/15/2022,Leicester City,45,35
5/15/2022,Crystal Palace,44,35
5/15/2022,Aston Villa,43,35
5/15/2022,Brentford,43,36
5/15/2022,Newcastle Utd,43,36
5/15/2022,Southampton,40,36
5/15/2022,Everton,36,35
5/15/2022,Burnley,34,35
5/15/2022,Leeds United,34,36
5/15/2022,Watford,23,36
5/15/2022,Norwich City,21,36
5/16/2022,Manchester City,90,37
5/16/2022,Liverpool,86,36
5/16/2022,Chelsea,70,36
5/16/2022,Tottenham,68,37
5/16/2022,Arsenal,66,36
5/16/2022,Manchester Utd,58,37
5/16/2022,West Ham,56,37
5/16/2022,Wolves,51,37
5/16/2022,Leicester City,48,36
5/16/2022,Brighton,48,37
5/16/2022,Brentford,46,37
5/16/2022,Crystal Palace,45,36
5/16/2022,Aston Villa,44,36
5/16/2022,Newcastle Utd,43,36
5/16/2022,Southampton,40,36
5/16/2022,Everton,36,36
5/16/2022,Leeds United,35,37
5/16/2022,Burnley,34,36
5/16/2022,Watford,23,37
5/16/2022,Norwich City,22,37
5/17/2022,Manchester City,90,37
5/17/2022,Liverpool,86,36
5/17/2022,Chelsea,70,36
5/17/2022,Tottenham,68,37
5/17/2022,Arsenal,66,37
5/17/2022,Manchester Utd,58,37
5/17/2022,West Ham,56,37
5/17/2022,Wolves,51,37
5/17/2022,Leicester City,48,36
5/17/2022,Brighton,48,37
5/17/2022,Brentford,46,37
5/17/2022,Newcastle Utd,46,37
5/17/2022,Crystal Palace,45,36
5/17/2022,Aston Villa,44,36
5/17/2022,Southampton,40,36
5/17/2022,Everton,36,36
5/17/2022,Leeds United,35,37
5/17/2022,Burnley,34,36
5/17/2022,Watford,23,37
5/17/2022,Norwich City,22,37
5/19/2022,Manchester City,90,37
5/19/2022,Liverpool,89,37
5/19/2022,Chelsea,70,36
5/19/2022,Tottenham,68,37
5/19/2022,Arsenal,66,37
5/19/2022,Manchester Utd,58,37
5/19/2022,West Ham,56,37
5/19/2022,Wolves,51,37
5/19/2022,Leicester City,48,36
5/19/2022,Brighton,48,37
5/19/2022,Brentford,46,37
5/19/2022,Newcastle Utd,46,37
5/19/2022,Crystal Palace,45,36
5/19/2022,Aston Villa,44,36
5/19/2022,Southampton,40,37
5/19/2022,Everton,36,36
5/19/2022,Leeds United,35,37
5/19/2022,Burnley,34,36
5/19/2022,Watford,23,37
5/19/2022,Norwich City,22,37
5/22/2022,Manchester City,90,37
5/22/2022,Liverpool,89,37
5/22/2022,Chelsea,71,37
5/22/2022,Tottenham,68,37
5/22/2022,Arsenal,66,37
5/22/2022,Manchester Utd,58,37
5/22/2022,West Ham,56,37
5/22/2022,Wolves,51,37
5/22/2022,Leicester City,49,37
5/22/2022,Brighton,48,37
5/22/2022,Brentford,46,37
5/22/2022,Newcastle Utd,46,37
5/22/2022,Crystal Palace,45,37
5/22/2022,Aston Villa,45,37
5/22/2022,Southampton,40,37
5/22/2022,Everton,39,37
5/22/2022,Burnley,35,37
5/22/2022,Leeds United,35,37
5/22/2022,Watford,23,37
5/22/2022,Norwich City,22,37
3/1/2023,Arsenal,57,24
3/1/2023,Manchester City,55,25
3/1/2023,Manchester Utd,49,24
3/1/2023,Tottenham,45,25
3/1/2023,Newcastle Utd,41,23
3/1/2023,Fulham,39,25
3/1/2023,Liverpool,36,23
3/1/2023,Brighton,35,22
3/1/2023,Brentford,35,23
3/1/2023,Chelsea,31,24
3/1/2023,Aston Villa,31,24
3/1/2023,Crystal Palace,27,24
3/1/2023,Nott'ham Forest,25,24
3/1/2023,Leicester City,24,24
3/1/2023,Wolves,24,24
3/1/2023,West Ham,23,24
3/1/2023,Leeds United,22,24
3/1/2023,Everton,21,24
3/1/2023,Bournemouth,21,24
3/1/2023,Southampton,18,24
3/4/2023,Arsenal,60,25
3/4/2023,Manchester City,55,25
3/4/2023,Manchester Utd,49,24
3/4/2023,Tottenham,45,25
3/4/2023,Newcastle Utd,41,23
3/4/2023,Liverpool,39,24
3/4/2023,Fulham,39,25
3/4/2023,Brighton,35,22
3/4/2023,Brentford,35,23
3/4/2023,Chelsea,31,24
3/4/2023,Aston Villa,31,24
3/4/2023,Crystal Palace,27,24
3/4/2023,Nott'ham Forest,25,24
3/4/2023,Leicester City,24,24
3/4/2023,Wolves,24,25
3/4/2023,West Ham,23,24
3/4/2023,Leeds United,22,24
3/4/2023,Everton,21,25
3/4/2023,Bournemouth,21,24
3/4/2023,Southampton,18,24
3/5/2023,Arsenal,63,26
3/5/2023,Manchester City,58,26
3/5/2023,Manchester Utd,49,24
3/5/2023,Tottenham,45,26
3/5/2023,Newcastle Utd,41,24
3/5/2023,Liverpool,39,24
3/5/2023,Fulham,39,25
3/5/2023,Brighton,38,23
3/5/2023,Brentford,35,23
3/5/2023,Chelsea,34,25
3/5/2023,Aston Villa,34,25
3/5/2023,Crystal Palace,27,25
3/5/2023,Wolves,27,26
3/5/2023,Nott'ham Forest,25,24
3/5/2023,Leicester City,24,25
3/5/2023,West Ham,23,25
3/5/2023,Leeds United,22,25
3/5/2023,Everton,21,25
3/5/2023,Southampton,21,25
3/5/2023,Bournemouth,21,25
3/6/2023,Arsenal,63,26
3/6/2023,Manchester City,58,26
3/6/2023,Manchester Utd,49,25
3/6/2023,Tottenham,45,26
3/6/2023,Liverpool,42,25
3/6/2023,Newcastle Utd,41,24
3/6/2023,Fulham,39,25
3/6/2023,Brighton,38,23
3/6/2023,Brentford,35,23
3/6/2023,Chelsea,34,25
3/6/2023,Aston Villa,34,25
3/6/2023,Crystal Palace,27,25
3/6/2023,Wolves,27,26
3/6/2023,Nott'ham Forest,26,25
3/6/2023,Leicester City,24,25
3/6/2023,West Ham,23,25
3/6/2023,Leeds United,22,25
3/6/2023,Everton,22,26
3/6/2023,Southampton,21,25
3/6/2023,Bournemouth,21,25
3/11/2023,Arsenal,63,26
3/11/2023,Manchester City,58,26
3/11/2023,Manchester Utd,49,25
3/11/2023,Tottenham,45,26
3/11/2023,Liverpool,42,25
3/11/2023,Newcastle Utd,41,24
3/11/2023,Fulham,39,26
3/11/2023,Brighton,38,23
3/11/2023,Brentford,38,24
3/11/2023,Chelsea,34,25
3/11/2023,Aston Villa,34,25
3/11/2023,Crystal Palace,27,25
3/11/2023,Wolves,27,26
3/11/2023,Nott'ham Forest,26,25
3/11/2023,Leicester City,24,25
3/11/2023,West Ham,23,25
3/11/2023,Leeds United,22,25
3/11/2023,Everton,22,26
3/11/2023,Southampton,21,25
3/11/2023,Bournemouth,21,25
3/12/2023,Arsenal,63,26
3/12/2023,Manchester City,61,27
3/12/2023,Manchester Utd,49,25
3/12/2023,Tottenham,48,27
3/12/2023,Liverpool,42,26
3/12/2023,Newcastle Utd,41,24
3/12/2023,Brighton,39,24
3/12/2023,Fulham,39,26
3/12/2023,Brentford,38,25
3/12/2023,Chelsea,37,26
3/12/2023,Aston Villa,34,25
3/12/2023,Crystal Palace,27,26
3/12/2023,Wolves,27,26
3/12/2023,Nott'ham Forest,26,26
3/12/2023,Everton,25,27
3/12/2023,Leicester City,24,26
3/12/2023,Bournemouth,24,26
3/12/2023,West Ham,23,25
3/12/2023,Leeds United,23,26
3/12/2023,Southampton,21,25
3/15/2023,Arsenal,66,27
3/15/2023,Manchester City,61,27
3/15/2023,Manchester Utd,50,26
3/15/2023,Tottenham,48,27
3/15/2023,Newcastle Utd,44,25
3/15/2023,Liverpool,42,26
3/15/2023,Brighton,39,24
3/15/2023,Fulham,39,27
3/15/2023,Brentford,38,25
3/15/2023,Chelsea,37,26
3/15/2023,Aston Villa,35,26
3/15/2023,Crystal Palace,27,26
3/15/2023,Wolves,27,27
3/15/2023,Nott'ham Forest,26,26
3/15/2023,Everton,25,27
3/15/2023,Leicester City,24,26
3/15/2023,West Ham,24,26
3/15/2023,Bournemouth,24,26
3/15/2023,Leeds United,23,26
3/15/2023,Southampton,22,26
3/17/2023,Arsenal,66,27
3/17/2023,Manchester City,61,27
3/17/2023,Manchester Utd,50,26
3/17/2023,Tottenham,48,27
3/17/2023,Newcastle Utd,44,25
3/17/2023,Liverpool,42,26
3/17/2023,Brighton,42,25
3/17/2023,Brentford,41,26
3/17/2023,Fulham,39,27
3/17/2023,Chelsea,37,26
3/17/2023,Aston Villa,35,26
3/17/2023,Crystal Palace,27,27
3/17/2023,Wolves,27,27
3/17/2023,Nott'ham Forest,26,26
3/17/2023,Everton,25,27
3/17/2023,Leicester City,24,26
3/17/2023,West Ham,24,26
3/17/2023,Bournemouth,24,26
3/17/2023,Leeds United,23,26
3/17/2023,Southampton,22,27
3/18/2023,Arsenal,66,27
3/18/2023,Manchester City,61,27
3/18/2023,Manchester Utd,50,26
3/18/2023,Tottenham,48,27
3/18/2023,Newcastle Utd,47,26
3/18/2023,Liverpool,42,26
3/18/2023,Brighton,42,25
3/18/2023,Brentford,41,26
3/18/2023,Fulham,39,27
3/18/2023,Chelsea,37,26
3/18/2023,Aston Villa,35,26
3/18/2023,Crystal Palace,27,27
3/18/2023,Wolves,27,27
3/18/2023,Nott'ham Forest,26,27
3/18/2023,Everton,25,27
3/18/2023,Leicester City,24,26
3/18/2023,West Ham,24,26
3/18/2023,Bournemouth,24,26
3/18/2023,Leeds United,23,26
3/18/2023,Southampton,22,27
3/19/2023,Arsenal,66,27
3/19/2023,Manchester City,61,27
3/19/2023,Manchester Utd,50,26
3/19/2023,Tottenham,49,28
3/19/2023,Newcastle Utd,47,26
3/19/2023,Liverpool,42,26
3/19/2023,Brighton,42,25
3/19/2023,Brentford,42,27
3/19/2023,Fulham,39,27
3/19/2023,Chelsea,38,27
3/19/2023,Aston Villa,38,27
3/19/2023,Crystal Palace,27,27
3/19/2023,Wolves,27,28
3/19/2023,Leeds United,26,27
3/19/2023,Everton,26,28
3/19/2023,Nott'ham Forest,26,27
3/19/2023,Leicester City,25,27
3/19/2023,West Ham,24,26
3/19/2023,Bournemouth,24,27
3/19/2023,Southampton,23,28
4/1/2023,Arsenal,69,28
4/1/2023,Manchester City,61,27
4/1/2023,Manchester Utd,50,26
4/1/2023,Tottenham,49,28
4/1/2023,Newcastle Utd,47,26
4/1/2023,Liverpool,42,26
4/1/2023,Brighton,42,25
4/1/2023,Brentford,42,27
4/1/2023,Fulham,39,27
4/1/2023,Chelsea,38,27
4/1/2023,Aston Villa,38,27
4/1/2023,Crystal Palace,27,28
4/1/2023,Wolves,27,28
4/1/2023,Leeds United,26,27
4/1/2023,Everton,26,28
4/1/2023,Nott'ham Forest,26,27
4/1/2023,Leicester City,25,27
4/1/2023,West Ham,24,26
4/1/2023,Bournemouth,24,27
4/1/2023,Southampton,23,28
4/2/2023,Arsenal,72,29
4/2/2023,Manchester City,64,28
4/2/2023,Manchester Utd,50,26
4/2/2023,Tottenham,49,28
4/2/2023,Newcastle Utd,47,26
4/2/2023,Brighton,43,26
4/2/2023,Brentford,43,28
4/2/2023,Liverpool,42,27
4/2/2023,Aston Villa,41,28
4/2/2023,Fulham,39,28
4/2/2023,Chelsea,38,28
4/2/2023,Crystal Palace,30,29
4/2/2023,Wolves,28,29
4/2/2023,Nott'ham Forest,27,28
4/2/2023,Bournemouth,27,28
