date,team,points,mp
4/2/2023,Leeds United,26,28
4/2/2023,Everton,26,28
4/2/2023,Leicester City,25,28
4/2/2023,West Ham,24,26
4/2/2023,Southampton,23,28
4/3/2023,Arsenal,72,29
4/3/2023,Manchester City,64,28
4/3/2023,Newcastle Utd,50,27
4/3/2023,Manchester Utd,50,27
4/3/2023,Tottenham,49,28
4/3/2023,Brighton,43,26
4/3/2023,Brentford,43,28
4/3/2023,Liverpool,42,27
4/3/2023,Aston Villa,41,28
4/3/2023,Fulham,39,28
4/3/2023,Chelsea,38,28
4/3/2023,Crystal Palace,30,29
4/3/2023,Wolves,28,29
4/3/2023,West Ham,27,27
4/3/2023,Nott'ham Forest,27,28
4/3/2023,Bournemouth,27,28
4/3/2023,Leeds United,26,28
4/3/2023,Everton,26,28
4/3/2023,Leicester City,25,28
4/3/2023,Southampton,23,29
4/4/2023,Arsenal,72,29
4/4/2023,Manchester City,64,28
4/4/2023,Newcastle Utd,50,27
4/4/2023,Tottenham,50,29
4/4/2023,Manchester Utd,50,27
4/4/2023,Brighton,43,26
4/4/2023,Brentford,43,28
4/4/2023,Liverpool,42,27
4/4/2023,Aston Villa,41,28
4/4/2023,Fulham,39,28
4/4/2023,Chelsea,38,28
4/4/2023,Crystal Palace,30,29
4/4/2023,Wolves,28,29
4/4/2023,West Ham,27,27
4/4/2023,Everton,27,29
4/4/2023,Nott'ham Forest,27,28
4/4/2023,Bournemouth,27,28
4/4/2023,Leeds United,26,28
4/4/2023,Leicester City,25,28
4/4/2023,Southampton,23,29
4/5/2023,Arsenal,72,29
4/5/2023,Manchester City,64,28
4/5/2023,Newcastle Utd,50,27
4/5/2023,Tottenham,50,29
4/5/2023,Manchester Utd,50,27
4/5/2023,Brighton,46,27
4/5/2023,Aston Villa,44,29
4/5/2023,Liverpool,43,28
4/5/2023,Brentford,43,28
4/5/2023,Fulham,39,28
4/5/2023,Chelsea,39,29
4/5/2023,Crystal Palace,30,29
4/5/2023,Leeds United,29,29
4/5/2023,Wolves,28,29
4/5/2023,West Ham,27,27
4/5/2023,Everton,27,29
4/5/2023,Nott'ham Forest,27,29
4/5/2023,Bournemouth,27,29
4/5/2023,Leicester City,25,29
4/5/2023,Southampton,23,29
4/8/2023,Arsenal,72,29
4/8/2023,Manchester City,64,28
4/8/2023,Newcastle Utd,53,28
4/8/2023,Manchester Utd,53,28
4/8/2023,Tottenham,50,29
4/8/2023,Brighton,46,27
4/8/2023,Aston Villa,44,29
4/8/2023,Liverpool,43,28
4/8/2023,Brentford,43,29
4/8/2023,Fulham,39,28
4/8/2023,Chelsea,39,29
4/8/2023,Crystal Palace,30,29
4/8/2023,Leeds United,29,29
4/8/2023,Wolves,28,29
4/8/2023,West Ham,27,28
4/8/2023,Everton,27,29
4/8/2023,Nott'ham Forest,27,29
4/8/2023,Bournemouth,27,29
4/8/2023,Leicester City,25,29
4/8/2023,Southampton,23,29
4/9/2023,Arsenal,72,29
4/9/2023,Manchester City,67,29
4/9/2023,Newcastle Utd,56,29
4/9/2023,Manchester Utd,56,29
4/9/2023,Tottenham,53,30
4/9/2023,Aston Villa,47,30
4/9/2023,Brighton,46,28
4/9/2023,Liverpool,43,28
4/9/2023,Brentford,43,30
4/9/2023,Fulham,39,29
4/9/2023,Chelsea,39,30
4/9/2023,Wolves,31,30
4/9/2023,West Ham,30,29
4/9/2023,Crystal Palace,30,29
4/9/2023,Bournemouth,30,30
4/9/2023,Leeds United,29,29
4/9/2023,Everton,27,30
4/9/2023,Nott'ham Forest,27,30
4/9/2023,Leicester City,25,30
4/9/2023,Southampton,23,30
4/15/2023,Arsenal,73,30
4/15/2023,Manchester City,67,29
4/15/2023,Newcastle Utd,56,29
4/15/2023,Manchester Utd,56,29
4/15/2023,Tottenham,53,30
4/15/2023,Aston Villa,47,30
4/15/2023,Brighton,46,28
4/15/2023,Liverpool,44,29
4/15/2023,Brentford,43,30
4/15/2023,Fulham,39,29
4/15/2023,Chelsea,39,30
4/15/2023,Crystal Palace,33,30
4/15/2023,Wolves,31,30
4/15/2023,West Ham,30,29
4/15/2023,Bournemouth,30,30
4/15/2023,Leeds United,29,30
4/15/2023,Everton,27,30
4/15/2023,Nott'ham Forest,27,30
4/15/2023,Leicester City,25,30
4/15/2023,Southampton,23,30
4/16/2023,Arsenal,73,30
4/16/2023,Manchester City,70,30
4/16/2023,Newcastle Utd,56,30
4/16/2023,Manchester Utd,56,29
4/16/2023,Tottenham,53,31
4/16/2023,Aston Villa,50,31
4/16/2023,Brighton,49,29
4/16/2023,Liverpool,44,29
4/16/2023,Brentford,43,31
4/16/2023,Fulham,42,30
4/16/2023,Chelsea,39,31
4/16/2023,Crystal Palace,36,31
4/16/2023,Wolves,34,31
4/16/2023,Bournemouth,33,31
4/16/2023,West Ham,30,29
4/16/2023,Leeds United,29,30
4/16/2023,Everton,27,31
4/16/2023,Nott'ham Forest,27,30
4/16/2023,Leicester City,25,31
4/16/2023,Southampton,23,31
4/17/2023,Arsenal,74,31
4/17/2023,Manchester City,70,30
4/17/2023,Manchester Utd,59,30
4/17/2023,Newcastle Utd,56,30
4/17/2023,Tottenham,53,31
4/17/2023,Aston Villa,50,31
4/17/2023,Brighton,49,29
4/17/2023,Liverpool,44,29
4/17/2023,Brentford,43,31
4/17/2023,Fulham,42,30
4/17/2023,Chelsea,39,31
4/17/2023,Crystal Palace,36,31
4/17/2023,Wolves,34,31
4/17/2023,Bournemouth,33,31
4/17/2023,West Ham,31,30
4/17/2023,Leeds United,29,30
4/17/2023,Everton,27,31
4/17/2023,Nott'ham Forest,27,31
4/17/2023,Leicester City,25,31
4/17/2023,Southampton,23,31
4/21/2023,Arsenal,74,31
4/21/2023,Manchester City,70,30
4/21/2023,Manchester Utd,59,30
4/21/2023,Newcastle Utd,56,30
4/21/2023,Tottenham,53,31
4/21/2023,Aston Villa,50,31
4/21/2023,Brighton,49,29
4/21/2023,Liverpool,47,30
4/21/2023,Brentford,43,31
4/21/2023,Fulham,42,30
4/21/2023,Chelsea,39,31
4/21/2023,Crystal Palace,36,31
4/21/2023,Wolves,34,31
4/21/2023,Bournemouth,33,31
4/21/2023,West Ham,31,30
4/21/2023,Leeds United,29,31
4/21/2023,Everton,27,31
4/21/2023,Nott'ham Forest,27,31
4/21/2023,Leicester City,25,31
4/21/2023,Southampton,23,31
4/22/2023,Arsenal,75,32
4/22/2023,Manchester City,70,30
4/22/2023,Manchester Utd,59,30
4/22/2023,Newcastle Utd,56,30
4/22/2023,Tottenham,53,31
4/22/2023,Aston Villa,50,31
4/22/2023,Brighton,49,29
4/22/2023,Liverpool,47,30
4/22/2023,Brentford,43,31
4/22/2023,Fulham,42,30
4/22/2023,Chelsea,39,31
4/22/2023,Crystal Palace,36,31
4/22/2023,Wolves,34,31
4/22/2023,Bournemouth,33,31
4/22/2023,West Ham,31,30
4/22/2023,Leeds United,29,31
4/22/2023,Everton,27,31
4/22/2023,Nott'ham Forest,27,31
4/22/2023,Leicester City,25,31
4/22/2023,Southampton,24,32
4/23/2023,Arsenal,75,32
4/23/2023,Manchester City,70,30
4/23/2023,Manchester Utd,59,30
4/23/2023,Newcastle Utd,56,30
4/23/2023,Tottenham,53,31
4/23/2023,Aston Villa,51,32
4/23/2023,Liverpool,50,31
4/23/2023,Brighton,49,29
4/23/2023,Fulham,45,31
4/23/2023,Brentford,44,32
4/23/2023,Chelsea,39,31
4/23/2023,Crystal Palace,37,32
4/23/2023,Wolves,34,32
4/23/2023,Bournemouth,33,31
4/23/2023,West Ham,31,30
4/23/2023,Leeds United,29,32
4/23/2023,Leicester City,28,32
4/23/2023,Everton,28,32
4/23/2023,Nott'ham Forest,27,32
4/23/2023,Southampton,24,32
4/25/2023,Arsenal,75,32
4/25/2023,Manchester City,70,30
4/25/2023,Newcastle Utd,59,31
4/25/2023,Manchester Utd,59,30
4/25/2023,Tottenham,53,32
4/25/2023,Aston Villa,51,32
4/25/2023,Liverpool,50,31
4/25/2023,Brighton,49,29
4/25/2023,Fulham,45,31
4/25/2023,Brentford,44,32
4/25/2023,Chelsea,39,31
4/25/2023,Crystal Palace,37,32
4/25/2023,West Ham,34,31
4/25/2023,Wolves,34,32
4/25/2023,Bournemouth,33,32
4/25/2023,Leeds United,29,32
4/25/2023,Leicester City,28,32
4/25/2023,Everton,28,32
4/25/2023,Nott'ham Forest,27,32
4/25/2023,Southampton,24,32
4/26/2023,Arsenal,75,32
4/26/2023,Manchester City,70,30
4/26/2023,Newcastle Utd,59,31
4/26/2023,Manchester Utd,59,30
4/26/2023,Aston Villa,54,33
4/26/2023,Tottenham,53,32
4/26/2023,Liverpool,50,31
4/26/2023,Brighton,49,29
4/26/2023,Fulham,45,32
4/26/2023,Brentford,44,32
4/26/2023,Chelsea,39,31
4/26/2023,Crystal Palace,37,33
4/26/2023,Wolves,37,33
4/26/2023,West Ham,34,31
4/26/2023,Bournemouth,33,32
4/26/2023,Leeds United,30,33
4/26/2023,Leicester City,29,33
4/26/2023,Everton,28,32
4/26/2023,Nott'ham Forest,27,32
4/26/2023,Southampton,24,32
4/27/2023,Arsenal,75,33
4/27/2023,Manchester City,73,31
4/27/2023,Newcastle Utd,59,31
4/27/2023,Manchester Utd,59,30
4/27/2023,Aston Villa,54,33
4/27/2023,Liverpool,53,32
4/27/2023,Tottenham,53,32
4/27/2023,Brighton,49,30
4/27/2023,Brentford,47,33
4/27/2023,Fulham,45,32
4/27/2023,Chelsea,39,32
4/27/2023,Crystal Palace,37,33
4/27/2023,Wolves,37,33
4/27/2023,West Ham,34,32
4/27/2023,Bournemouth,33,32
4/27/2023,Leeds United,30,33
4/27/2023,Nott'ham Forest,30,33
4/27/2023,Leicester City,29,33
4/27/2023,Everton,28,32
4/27/2023,Southampton,24,32
4/29/2023,Arsenal,75,33
4/29/2023,Manchester City,73,31
4/29/2023,Newcastle Utd,62,32
4/29/2023,Manchester Utd,60,31
4/29/2023,Tottenham,54,33
4/29/2023,Aston Villa,54,33
4/29/2023,Liverpool,53,32
4/29/2023,Brighton,49,30
4/29/2023,Brentford,47,33
4/29/2023,Fulham,45,32
4/29/2023,Chelsea,39,32
4/29/2023,Crystal Palace,37,33
4/29/2023,Wolves,37,33
4/29/2023,Bournemouth,36,33
4/29/2023,West Ham,34,32
4/29/2023,Leeds United,30,33
4/29/2023,Nott'ham Forest,30,33
4/29/2023,Leicester City,29,33
4/29/2023,Everton,28,33
4/29/2023,Southampton,24,33
4/30/2023,Arsenal,75,33
4/30/2023,Manchester City,73,31
4/30/2023,Newcastle Utd,62,32
4/30/2023,Manchester Utd,60,31
4/30/2023,Tottenham,54,33
4/30/2023,Aston Villa,54,33
4/30/2023,Liverpool,53,32
4/30/2023,Brighton,52,31
4/30/2023,Brentford,50,34
4/30/2023,Fulham,45,32
4/30/2023,Crystal Palace,40,34
4/30/2023,Chelsea,39,32
4/30/2023,Wolves,37,34
4/30/2023,Bournemouth,36,33
4/30/2023,West Ham,34,33
4/30/2023,Leeds United,30,33
4/30/2023,Nott'ham Forest,30,34
4/30/2023,Leicester City,29,33
4/30/2023,Everton,28,33
4/30/2023,Southampton,24,33
5/1/2023,Manchester City,76,32
5/1/2023,Arsenal,75,33
5/1/2023,Newcastle Utd,65,33
5/1/2023,Manchester Utd,63,32
5/1/2023,Liverpool,56,33
5/1/2023,Tottenham,54,34
5/1/2023,Aston Villa,54,34
5/1/2023,Brighton,52,31
5/1/2023,Brentford,50,34
5/1/2023,Fulham,45,33
5/1/2023,Crystal Palace,40,34
5/1/2023,Chelsea,39,32
5/1/2023,Bournemouth,39,34
5/1/2023,Wolves,37,34
5/1/2023,West Ham,34,33
5/1/2023,Leeds United,30,34
5/1/2023,Nott'ham Forest,30,34
5/1/2023,Leicester City,29,33
5/1/2023,Everton,28,33
5/1/2023,Southampton,24,34
5/2/2023,Manchester City,76,32
5/2/2023,Arsenal,75,33
5/2/2023,Newcastle Utd,65,33
5/2/2023,Manchester Utd,63,32
5/2/2023,Liverpool,56,33
5/2/2023,Tottenham,54,34
5/2/2023,Aston Villa,54,34
5/2/2023,Brighton,52,31
5/2/2023,Brentford,50,34
5/2/2023,Fulham,45,33
5/2/2023,Crystal Palace,40,34
5/2/2023,Chelsea,39,32
5/2/2023,Bournemouth,39,34
5/2/2023,Wolves,37,34
5/2/2023,West Ham,34,33
5/2/2023,Leicester City,30,34
5/2/2023,Leeds United,30,34
5/2/2023,Nott'ham Forest,30,34
5/2/2023,Everton,29,34
5/2/2023,Southampton,24,34
5/3/2023,Arsenal,78,34
5/3/2023,Manchester City,76,32
5/3/2023,Newcastle Utd,65,33
5/3/2023,Manchester Utd,63,32
5/3/2023,Liverpool,56,33
5/3/2023,Tottenham,54,34
5/3/2023,Aston Villa,54,34
5/3/2023,Brighton,52,31
5/3/2023,Brentford,50,34
5/3/2023,Fulham,45,33
5/3/2023,Crystal Palace,40,34
5/3/2023,Chelsea,39,33
5/3/2023,Bournemouth,39,34
5/3/2023,Wolves,37,34
5/3/2023,West Ham,34,33
5/3/2023,Leicester City,30,34
5/3/2023,Leeds United,30,34
5/3/2023,Nott'ham Forest,30,34
5/3/2023,Everton,29,34
5/3/2023,Southampton,24,34
5/4/2023,Manchester City,79,33
5/4/2023,Arsenal,78,34
5/4/2023,Newcastle Utd,65,33
5/4/2023,Manchester Utd,63,32
5/4/2023,Liverpool,59,34
5/4/2023,Tottenham,54,34
5/4/2023,Aston Villa,54,34
5/4/2023,Brighton,52,31
5/4/2023,Brentford,50,34
5/4/2023,Fulham,45,34
5/4/2023,Crystal Palace,40,34
5/4/2023,Chelsea,39,33
5/4/2023,Bournemouth,39,34
5/4/2023,Wolves,37,34
5/4/2023,West Ham,34,34
5/4/2023,Leicester City,30,34
5/4/2023,Leeds United,30,34
5/4/2023,Nott'ham Forest,30,34
5/4/2023,Everton,29,34
5/4/2023,Southampton,24,34
5/6/2023,Manchester City,79,33
5/6/2023,Arsenal,78,34
5/6/2023,Newcastle Utd,65,33
5/6/2023,Manchester Utd,63,33
5/6/2023,Liverpool,59,34
5/6/2023,Brighton,55,32
5/6/2023,Tottenham,54,34
5/6/2023,Aston Villa,54,34
5/6/2023,Brentford,50,34
5/6/2023,Fulham,45,34
5/6/2023,Crystal Palace,40,34
5/6/2023,Chelsea,39,33
5/6/2023,Bournemouth,39,34
5/6/2023,Wolves,37,34
5/6/2023,West Ham,34,34
5/6/2023,Leicester City,30,34
5/6/2023,Leeds United,30,34
5/6/2023,Nott'ham Forest,30,34
5/6/2023,Everton,29,34
5/6/2023,Southampton,24,34
5/7/2023,Manchester City,82,34
5/7/2023,Arsenal,78,34
5/7/2023,Newcastle Utd,65,33
5/7/2023,Manchester Utd,63,33
5/7/2023,Liverpool,62,35
5/7/2023,Tottenham,57,35
5/7/2023,Brighton,55,32
5/7/2023,Aston Villa,54,35
5/7/2023,Brentford,50,35
5/7/2023,Fulham,45,34
5/7/2023,Chelsea,42,34
5/7/2023,Crystal Palace,40,35
5/7/2023,Wolves,40,35
5/7/2023,Bournemouth,39,35
5/7/2023,West Ham,34,34
5/7/2023,Leicester City,30,34
5/7/2023,Leeds United,30,35
5/7/2023,Nott'ham Forest,30,34
5/7/2023,Everton,29,34
5/7/2023,Southampton,24,34
5/8/2023,Manchester City,82,34
5/8/2023,Arsenal,81,35
5/8/2023,Newcastle Utd,65,34
5/8/2023,Manchester Utd,63,34
5/8/2023,Liverpool,62,35
5/8/2023,Tottenham,57,35
5/8/2023,Brighton,55,32
5/8/2023,Aston Villa,54,35
5/8/2023,Brentford,50,35
5/8/2023,Fulham,45,34
5/8/2023,Chelsea,42,34
5/8/2023,Crystal Palace,40,35
5/8/2023,Wolves,40,35
5/8/2023,Bournemouth,39,35
5/8/2023,West Ham,37,35
5/8/2023,Leicester City,30,34
5/8/2023,Leeds United,30,35
5/8/2023,Nott'ham Forest,30,34
5/8/2023,Everton,29,34
5/8/2023,Southampton,24,34
5/13/2023,Manchester City,82,34
5/13/2023,Arsenal,81,35
5/13/2023,Newcastle Utd,65,34
5/13/2023,Manchester Utd,63,34
5/13/2023,Liverpool,62,35
5/13/2023,Tottenham,57,35
5/13/2023,Brighton,55,33
5/13/2023,Aston Villa,54,35
5/13/2023,Brentford,50,35
5/13/2023,Fulham,48,35
5/13/2023,Chelsea,42,34
5/13/2023,Crystal Palace,40,35
5/13/2023,Wolves,40,35
5/13/2023,Bournemouth,39,35
5/13/2023,West Ham,37,35
5/13/2023,Nott'ham Forest,33,35
5/13/2023,Everton,32,35
5/13/2023,Leicester City,30,35
5/13/2023,Leeds United,30,35
5/13/2023,Southampton,24,35
5/14/2023,Manchester City,82,34
5/14/2023,Arsenal,81,35
5/14/2023,Newcastle Utd,66,35
5/14/2023,Manchester Utd,66,35
5/14/2023,Liverpool,62,35
5/14/2023,Tottenham,57,36
5/14/2023,Aston Villa,57,36
5/14/2023,Brighton,55,33
5/14/2023,Fulham,51,36
5/14/2023,Brentford,50,35
5/14/2023,Chelsea,43,35
5/14/2023,Crystal Palace,43,36
5/14/2023,Wolves,40,36
5/14/2023,Bournemouth,39,36
5/14/2023,West Ham,37,35
5/14/2023,Nott'ham Forest,34,36
5/14/2023,Everton,32,35
5/14/2023,Leeds United,31,36
5/14/2023,Leicester City,30,35
5/14/2023,Southampton,24,36
5/15/2023,Manchester City,85,35
5/15/2023,Arsenal,81,36
5/15/2023,Newcastle Utd,66,35
5/15/2023,Manchester Utd,66,35
5/15/2023,Liverpool,62,35
5/15/2023,Brighton,58,34
5/15/2023,Tottenham,57,36
5/15/2023,Aston Villa,57,36
5/15/2023,Brentford,53,36
5/15/2023,Fulham,51,36
5/15/2023,Chelsea,43,35
5/15/2023,Crystal Palace,43,36
5/15/2023,Wolves,40,36
5/15/2023,Bournemouth,39,36
5/15/2023,West Ham,37,36
5/15/2023,Nott'ham Forest,34,36
5/15/2023,Everton,32,36
5/15/2023,Leeds United,31,36
5/15/2023,Leicester City,30,35
5/15/2023,Southampton,24,36
5/18/2023,Manchester City,85,35
5/18/2023,Arsenal,81,36
5/18/2023,Newcastle Utd,66,35
5/18/2023,Manchester Utd,66,35
5/18/2023,Liverpool,65,36
5/18/2023,Brighton,58,34
5/18/2023,Tottenham,57,36
5/18/2023,Aston Villa,57,36
5/18/2023,Brentford,53,36
5/18/2023,Fulham,51,36
5/18/2023,Chelsea,43,35
5/18/2023,Crystal Palace,43,36
5/18/2023,Wolves,40,36
5/18/2023,Bournemouth,39,36
5/18/2023,West Ham,37,36
5/18/2023,Nott'ham Forest,34,36
5/18/2023,Everton,32,36
5/18/2023,Leeds United,31,36
5/18/2023,Leicester City,30,36
5/18/2023,Southampton,24,36
5/20/2023,Manchester City,85,35
5/20/2023,Arsenal,81,36
5/20/2023,Newcastle Utd,69,36
5/20/2023,Manchester Utd,66,35
5/20/2023,Liverpool,65,36
5/20/2023,Brighton,58,35
5/20/2023,Tottenham,57,36
5/20/2023,Aston Villa,57,36
5/20/2023,Brentford,53,36
5/20/2023,Fulham,51,36
5/20/2023,Chelsea,43,35
5/20/2023,Crystal Palace,43,36
5/20/2023,Wolves,40,36
5/20/2023,Bournemouth,39,36
5/20/2023,West Ham,37,36
5/20/2023,Nott'ham Forest,34,36
5/20/2023,Everton,32,36
5/20/2023,Leeds United,31,36
5/20/2023,Leicester City,30,36
5/20/2023,Southampton,24,36
5/21/2023,Manchester City,85,35
5/21/2023,Arsenal,81,37
5/21/2023,Newcastle Utd,69,36
5/21/2023,Manchester Utd,69,36
5/21/2023,Liverpool,66,37
5/21/2023,Brighton,58,35
5/21/2023,Aston Villa,58,37
5/21/2023,Tottenham,57,37
5/21/2023,Brentford,56,37
5/21/2023,Fulham,52,37
5/21/2023,Crystal Palace,44,37
5/21/2023,Chelsea,43,35
5/21/2023,Wolves,41,37
5/21/2023,Bournemouth,39,37
5/21/2023,West Ham,37,36
5/21/2023,Nott'ham Forest,37,37
5/21/2023,Everton,33,37
5/21/2023,Leeds United,31,36
5/21/2023,Leicester City,30,36
5/21/2023,Southampton,24,36
5/22/2023,Manchester City,88,36
5/22/2023,Arsenal,81,37
5/22/2023,Newcastle Utd,69,36
5/22/2023,Manchester Utd,69,36
5/22/2023,Liverpool,66,37
5/22/2023,Brighton,61,36
5/22/2023,Aston Villa,58,37
5/22/2023,Tottenham,57,37
5/22/2023,Brentford,56,37
5/22/2023,Fulham,52,37
5/22/2023,Crystal Palace,44,37
5/22/2023,Chelsea,43,36
5/22/2023,Wolves,41,37
5/22/2023,West Ham,40,37
5/22/2023,Bournemouth,39,37
5/22/2023,Nott'ham Forest,37,37
5/22/2023,Everton,33,37
5/22/2023,Leeds United,31,37
5/22/2023,Leicester City,30,36
5/22/2023,Southampton,24,37
5/24/2023,Manchester City,88,36
5/24/2023,Arsenal,81,37
5/24/2023,Newcastle Utd,70,37
5/24/2023,Manchester Utd,69,36
5/24/2023,Liverpool,66,37
5/24/2023,Brighton,61,36
5/24/2023,Aston Villa,58,37
5/24/2023,Tottenham,57,37
5/24/2023,Brentford,56,37
5/24/2023,Fulham,52,37
5/24/2023,Crystal Palace,44,37
5/24/2023,Chelsea,43,36
5/24/2023,Wolves,41,37
5/24/2023,West Ham,40,37
5/24/2023,Bournemouth,39,37
5/24/2023,Nott'ham Forest,37,37
5/24/2023,Everton,33,37
5/24/2023,Leicester City,31,37
5/24/2023,Leeds United,31,37
5/24/2023,Southampton,24,37
5/25/2023,Manchester City,89,37
5/25/2023,Arsenal,81,37
5/25/2023,Newcastle Utd,70,37
5/25/2023,Manchester Utd,69,36
5/25/2023,Liverpool,66,37
5/25/2023,Brighton,62,37
5/25/2023,Aston Villa,58,37
5/25/2023,Tottenham,57,37
5/25/2023,Brentford,56,37
5/25/2023,Fulham,52,37
5/25/2023,Crystal Palace,44,37
5/25/2023,Chelsea,43,36
5/25/2023,Wolves,41,37
5/25/2023,West Ham,40,37
5/25/2023,Bournemouth,39,37
5/25/2023,Nott'ham Forest,37,37
5/25/2023,Everton,33,37
5/25/2023,Leicester City,31,37
5/25/2023,Leeds United,31,37
5/25/2023,Southampton,24,37
5/28/2023,Manchester City,89,37
5/28/2023,Arsenal,81,37
5/28/2023,Manchester Utd,72,37
5/28/2023,Newcastle Utd,70,37
5/28/2023,Liverpool,66,37
5/28/2023,Brighton,62,37
5/28/2023,Aston Villa,58,37
5/28/2023,Tottenham,57,37
5/28/2023,Brentford,56,37
5/28/2023,Fulham,52,37
5/28/2023,Crystal Palace,44,37
5/28/2023,Chelsea,43,37
5/28/2023,Wolves,41,37
5/28/2023,West Ham,40,37
5/28/2023,Bournemouth,39,37
5/28/2023,Nott'ham Forest,37,37
5/28/2023,Everton,33,37
5/28/2023,Leicester City,31,37
5/28/2023,Leeds United,31,37
5/28/2023,Southampton,24,37
3/2/2024,Liverpool,60,26
3/2/2024,Manchester City,59,26
3/2/2024,Arsenal,58,26
3/2/2024,Aston Villa,52,26
3/2/2024,Tottenham,47,25
3/2/2024,Manchester Utd,44,26
3/2/2024,Brighton,39,26
3/2/2024,West Ham,39,26
3/2/2024,Wolves,38,26
3/2/2024,Newcastle Utd,37,26
3/2/2024,Chelsea,35,25
3/2/2024,Fulham,32,26
3/2/2024,Crystal Palace,28,26
3/2/2024,Bournemouth,28,25
3/2/2024,Brentford,25,26
3/2/2024,Everton,23,26
3/2/2024,Nott'ham Forest,20,26
3/2/2024,Luton Town,20,25
3/2/2024,Burnley,13,26
3/2/2024,Sheffield Utd,13,26
3/3/2024,Liverpool,63,27
3/3/2024,Manchester City,59,26
3/3/2024,Arsenal,58,26
3/3/2024,Aston Villa,55,27
3/3/2024,Tottenham,50,26
3/3/2024,Manchester Utd,44,26
3/3/2024,West Ham,42,27
3/3/2024,Newcastle Utd,40,27
3/3/2024,Brighton,39,27
3/3/2024,Wolves,38,27
3/3/2024,Chelsea,36,26
3/3/2024,Fulham,35,27
3/3/2024,Bournemouth,28,25
3/3/2024,Crystal Palace,28,27
3/3/2024,Brentford,26,27
3/3/2024,Everton,23,27
3/3/2024,Nott'ham Forest,20,27
3/3/2024,Luton Town,20,26
3/3/2024,Burnley,13,26
3/3/2024,Sheffield Utd,13,26
3/4/2024,Liverpool,63,27
3/4/2024,Manchester City,62,27
3/4/2024,Arsenal,58,26
3/4/2024,Aston Villa,55,27
3/4/2024,Tottenham,50,26
3/4/2024,Manchester Utd,44,27
3/4/2024,West Ham,42,27
3/4/2024,Newcastle Utd,40,27
3/4/2024,Brighton,39,27
3/4/2024,Wolves,38,27
3/4/2024,Chelsea,36,26
3/4/2024,Fulham,35,27
3/4/2024,Bournemouth,31,26
3/4/2024,Crystal Palace,28,27
3/4/2024,Brentford,26,27
3/4/2024,Everton,23,27
3/4/2024,Nott'ham Forest,20,27
3/4/2024,Luton Town,20,26
3/4/2024,Burnley,13,27
3/4/2024,Sheffield Utd,13,26
3/9/2024,Liverpool,63,27
3/9/2024,Manchester City,62,27
3/9/2024,Arsenal,61,27
3/9/2024,Aston Villa,55,27
3/9/2024,Tottenham,50,26
3/9/2024,Manchester Utd,44,27
3/9/2024,West Ham,42,27
3/9/2024,Newcastle Utd,40,27
3/9/2024,Brighton,39,27
3/9/2024,Wolves,38,27
3/9/2024,Chelsea,36,26
3/9/2024,Fulham,35,27
3/9/2024,Bournemouth,31,26
3/9/2024,Crystal Palace,28,27
3/9/2024,Brentford,26,27
3/9/2024,Everton,23,27
3/9/2024,Nott'ham Forest,20,27
3/9/2024,Luton Town,20,26
3/9/2024,Burnley,13,27
3/9/2024,Sheffield Utd,13,27
3/10/2024,Arsenal,64,28
3/10/2024,Liverpool,63,27
3/10/2024,Manchester City,62,27
3/10/2024,Aston Villa,55,27
3/10/2024,Tottenham,50,26
3/10/2024,Manchester Utd,47,28
3/10/2024,West Ham,42,27
3/10/2024,Wolves,41,28
3/10/2024,Newcastle Utd,40,27
3/10/2024,Brighton,39,27
3/10/2024,Chelsea,36,26
3/10/2024,Fulham,35,28
3/10/2024,Bournemouth,32,27
3/10/2024,Crystal Palace,29,28
3/10/2024,Brentford,26,28
3/10/2024,Everton,23,28
3/10/2024,Luton Town,21,27
3/10/2024,Nott'ham Forest,20,27
3/10/2024,Sheffield Utd,14,28
3/10/2024,Burnley,13,27
3/11/2024,Arsenal,64,28
3/11/2024,Liverpool,64,28
3/11/2024,Manchester City,63,28
3/11/2024,Aston Villa,55,28
3/11/2024,Tottenham,53,27
3/11/2024,Manchester Utd,47,28
3/11/2024,West Ham,43,28
3/11/2024,Brighton,42,28
3/11/2024,Wolves,41,28
3/11/2024,Newcastle Utd,40,27
3/11/2024,Chelsea,36,26
3/11/2024,Fulham,35,28
3/11/2024,Bournemouth,32,27
3/11/2024,Crystal Palace,29,28
3/11/2024,Brentford,26,28
3/11/2024,Everton,23,28
3/11/2024,Luton Town,21,27
3/11/2024,Nott'ham Forest,20,28
3/11/2024,Burnley,14,28
3/11/2024,Sheffield Utd,14,28
3/13/2024,Arsenal,64,28
3/13/2024,Liverpool,64,28
3/13/2024,Manchester City,63,28
3/13/2024,Aston Villa,55,28
3/13/2024,Tottenham,53,27
3/13/2024,Manchester Utd,47,28
3/13/2024,West Ham,43,28
3/13/2024,Brighton,42,28
3/13/2024,Wolves,41,28
3/13/2024,Newcastle Utd,40,28
3/13/2024,Chelsea,39,27
3/13/2024,Fulham,35,28
3/13/2024,Bournemouth,32,27
3/13/2024,Crystal Palace,29,28
